"","Isolate","Set","rep","ppm","one","two","average_length","avgC","relative"
"3624","Czm_21_29","1",1,2.5,1,1,0,2.925,0
"3625","Czm_21_29","1",1,5,1,1,0,2.925,0
"3626","Czm_21_29","1",1,10,1,1,0,2.925,0
"3627","Czm_21_29","1",1,20,1,1,0,2.925,0
"3628","Czm_21_29","1",2,0,4.13,4.44,3.285,2.925,1.12307692307692
"3629","Czm_21_29","1",2,0.01,4.02,5.42,3.72,2.925,1.27179487179487
"3630","Czm_21_29","1",2,0.1,2.27,2.4,1.335,2.925,0.456410256410256
"3631","Czm_21_29","1",2,0.5,1.73,1.9,0.815,2.925,0.278632478632479
"3632","Czm_21_29","1",2,1,1.24,1.96,0.6,2.925,0.205128205128205
"3633","Czm_21_29","1",2,2.5,1,1,0,2.925,0
"3634","Czm_21_29","1",2,5,1,1,0,2.925,0
"3635","Czm_21_29","1",2,10,1,1,0,2.925,0
"3636","Czm_21_29","1",2,20,1,1,0,2.925,0
"3637","Czm_21_31","1",1,0,10.82,11.4,10.11,12.385,0.816310052482842
"3638","Czm_21_31","1",1,0.01,6.56,5.95,5.255,12.385,0.424303593056116
"3639","Czm_21_31","1",1,0.1,6,6.79,5.395,12.385,0.435607589826403
"3640","Czm_21_31","1",1,0.5,2.07,2.19,1.13,12.385,0.0912394025030279
"3641","Czm_21_31","1",1,1,1,1,0,12.385,0
"3642","Czm_21_31","1",1,2.5,1,1,0,12.385,0
"3643","Czm_21_31","1",1,5,1,1,0,12.385,0
"3644","Czm_21_31","1",1,10,1,1,0,12.385,0
"3645","Czm_21_31","1",1,20,1,1,0,12.385,0
"3646","Czm_21_31","1",2,0,15.58,15.74,14.66,12.385,1.18368994751716
"3647","Czm_21_31","1",2,0.01,7.77,7.38,6.575,12.385,0.530884134033105
"3648","Czm_21_31","1",2,0.1,5.47,7.44,5.455,12.385,0.440452159870811
"3649","Czm_21_31","1",2,0.5,4.21,4.28,3.245,12.385,0.26201049656843
"3650","Czm_21_31","1",2,1,1,1,0,12.385,0
"3651","Czm_21_31","1",2,2.5,1,1,0,12.385,0
"3652","Czm_21_31","1",2,5,1,1,0,12.385,0
"3653","Czm_21_31","1",2,10,1,1,0,12.385,0
"3654","Czm_21_31","1",2,20,1,1,0,12.385,0
"3655","Czm_21_32","1",1,0,2.13,2.38,1.255,1.59,0.789308176100629
"3656","Czm_21_32","1",1,0.01,2.65,2.38,1.515,1.59,0.952830188679245
"3657","Czm_21_32","1",1,0.1,2.39,2.5,1.445,1.59,0.908805031446541
"3658","Czm_21_32","1",1,0.5,1.69,2.2,0.945,1.59,0.59433962264151
"3659","Czm_21_32","1",1,1,1.16,1.23,0.195,1.59,0.122641509433962
"3660","Czm_21_32","1",1,2.5,1,1,0,1.59,0
"3661","Czm_21_32","1",1,5,1,1,0,1.59,0
"3662","Czm_21_32","1",1,10,1,1,0,1.59,0
"3663","Czm_21_32","1",1,20,1,1,0,1.59,0
"3664","Czm_21_32","1",2,0,3.43,2.42,1.925,1.59,1.21069182389937
"3665","Czm_21_32","1",2,0.01,2.48,2.67,1.575,1.59,0.990566037735849
"3666","Czm_21_32","1",2,0.1,2.87,3.15,2.01,1.59,1.26415094339623
"3667","Czm_21_32","1",2,0.5,2.05,2.34,1.195,1.59,0.751572327044025
"3668","Czm_21_32","1",2,1,1.52,1.69,0.605,1.59,0.380503144654088
"3669","Czm_21_32","1",2,2.5,1,1,0,1.59,0
"3670","Czm_21_32","1",2,5,1,1,0,1.59,0
"3671","Czm_21_32","1",2,10,1,1,0,1.59,0
"3672","Czm_21_32","1",2,20,1,1,0,1.59,0
"3673","Czm_21_33","1",1,0,12.16,12.53,11.345,9.9475,1.14048755968836
"3674","Czm_21_33","1",1,0.01,11.46,11.44,10.45,9.9475,1.05051520482533
"3675","Czm_21_33","1",1,0.1,4.7,4.57,3.635,9.9475,0.365418446845941
"3676","Czm_21_33","1",1,0.5,1.48,2.52,1,9.9475,0.100527770796683
"3677","Czm_21_33","1",1,1,2.17,2.02,1.095,9.9475,0.110077909022367
"3678","Czm_21_33","1",1,2.5,1,1,0,9.9475,0
"3679","Czm_21_33","1",1,5,1,1,0,9.9475,0
"3680","Czm_21_33","1",1,10,1,1,0,9.9475,0
"3681","Czm_21_33","1",1,20,1,1,0,9.9475,0
"3682","Czm_21_33","1",2,0,9.06,10.04,8.55,9.9475,0.859512440311636
"3683","Czm_21_33","1",2,0.01,7.13,7.35,6.24,9.9475,0.627293289771299
"3684","Czm_21_33","1",2,0.1,4.22,5.15,3.685,9.9475,0.370444835385775
"3685","Czm_21_33","1",2,0.5,2.93,2.06,1.495,9.9475,0.15028901734104
"3686","Czm_21_33","1",2,1,1.96,2.08,1.02,9.9475,0.102538326212616
"3687","Czm_21_33","1",2,2.5,1,1,0,9.9475,0
"3688","Czm_21_33","1",2,5,1,1,0,9.9475,0
"3689","Czm_21_33","1",2,10,1,1,0,9.9475,0
"3690","Czm_21_33","1",2,20,1,1,0,9.9475,0
"3691","Czm_21_34","1",1,0,4.55,6.32,4.435,4.2725,1.03803393797542
"3692","Czm_21_34","1",1,0.01,8.03,8.66,7.345,4.2725,1.71913399648917
"3693","Czm_21_34","1",1,0.1,7.81,7.5,6.655,4.2725,1.55763604447045
"3694","Czm_21_34","1",1,0.5,2.17,2.82,1.495,4.2725,0.349912229373903
"3695","Czm_21_34","1",1,1,2.67,2.62,1.645,4.2725,0.385020479812756
"3696","Czm_21_34","1",1,2.5,2.2,2.36,1.28,4.2725,0.29959040374488
"3697","Czm_21_34","1",1,5,1,1,0,4.2725,0
"3698","Czm_21_34","1",1,10,1,1,0,4.2725,0
"3699","Czm_21_34","1",1,20,1,1,0,4.2725,0
"3700","Czm_21_34","1",2,0,4.75,5.47,4.11,4.2725,0.961966062024576
"3701","Czm_21_34","1",2,0.01,5.63,4.73,4.18,4.2725,0.978349912229374
"3702","Czm_21_34","1",2,0.1,7.99,6.81,6.4,4.2725,1.4979520187244
"3703","Czm_21_34","1",2,0.5,2.77,2.37,1.57,4.2725,0.367466354593329
"3704","Czm_21_34","1",2,1,2.11,2.21,1.16,4.2725,0.271503803393798
"3705","Czm_21_34","1",2,2.5,1.63,1.49,0.56,4.2725,0.131070801638385
"3706","Czm_21_34","1",2,5,1,1,0,4.2725,0
"3707","Czm_21_34","1",2,10,1,1,0,4.2725,0
"3708","Czm_21_34","1",2,20,1,1,0,4.2725,0
"3709","Czm_21_35","1",1,0,8.17,8.3,7.235,6.9325,1.04363505228994
"3710","Czm_21_35","1",1,0.01,6.99,7.49,6.24,6.9325,0.900108186080058
"3711","Czm_21_35","1",1,0.1,5.2,5.42,4.31,6.9325,0.621709340064912
"3712","Czm_21_35","1",1,0.5,1.69,2.22,0.955,6.9325,0.137756941940137
"3713","Czm_21_35","1",1,1,1,1,0,6.9325,0
"3714","Czm_21_35","1",1,2.5,1,1,0,6.9325,0
"3715","Czm_21_35","1",1,5,1,1,0,6.9325,0
"3716","Czm_21_35","1",1,10,1,1,0,6.9325,0
"3717","Czm_21_35","1",1,20,1,1,0,6.9325,0
"3718","Czm_21_35","1",2,0,7.59,7.67,6.63,6.9325,0.956364947710061
"3719","Czm_21_35","1",2,0.01,7.53,9.84,7.685,6.9325,1.10854670032456
"3720","Czm_21_35","1",2,0.1,5.27,4.97,4.12,6.9325,0.594302199783628
"3721","Czm_21_35","1",2,0.5,2.18,3.05,1.615,6.9325,0.232960692390912
"3722","Czm_21_35","1",2,1,1,1,0,6.9325,0
"3723","Czm_21_35","1",2,2.5,1,1,0,6.9325,0
"3724","Czm_21_35","1",2,5,1,1,0,6.9325,0
"3725","Czm_21_35","1",2,10,1,1,0,6.9325,0
"3726","Czm_21_35","1",2,20,1,1,0,6.9325,0
"3727","Czm_21_36","1",1,0,4.15,5.26,3.705,3.8625,0.959223300970874
"3728","Czm_21_36","1",1,0.01,3.56,4.18,2.87,3.8625,0.743042071197411
"3729","Czm_21_36","1",1,0.1,3.93,6.07,4,3.8625,1.03559870550162
"3730","Czm_21_36","1",1,0.5,2.53,3.42,1.975,3.8625,0.511326860841424
"3731","Czm_21_36","1",1,1,1.57,1.34,0.455,3.8625,0.117799352750809
"3732","Czm_21_36","1",1,2.5,1,1,0,3.8625,0
"3733","Czm_21_36","1",1,5,1,1,0,3.8625,0
"3734","Czm_21_36","1",1,10,1,1,0,3.8625,0
"3735","Czm_21_36","1",1,20,1,1,0,3.8625,0
"3736","Czm_21_36","1",2,0,4.49,5.55,4.02,3.8625,1.04077669902913
"3737","Czm_21_36","1",2,0.01,4.78,6.05,4.415,3.8625,1.14304207119741
"3738","Czm_21_36","1",2,0.1,3.72,5.81,3.765,3.8625,0.974757281553398
"3739","Czm_21_36","1",2,0.5,2.13,2.77,1.45,3.8625,0.375404530744337
"3740","Czm_21_36","1",2,1,2.11,1.73,0.92,3.8625,0.238187702265372
"3741","Czm_21_36","1",2,2.5,1,1,0,3.8625,0
"3742","Czm_21_36","1",2,5,1,1,0,3.8625,0
"3743","Czm_21_36","1",2,10,1,1,0,3.8625,0
"3744","Czm_21_36","1",2,20,1,1,0,3.8625,0
"3745","Czm_21_37","1",1,0,3.8,4.51,3.155,3.67,0.859673024523161
"3746","Czm_21_37","1",1,0.01,3.84,4.24,3.04,3.67,0.828337874659401
"3747","Czm_21_37","1",1,0.1,3.07,4.33,2.7,3.67,0.735694822888283
"3748","Czm_21_37","1",1,0.5,1.41,1.68,0.545,3.67,0.14850136239782
"3749","Czm_21_37","1",1,1,1,1,0,3.67,0
"3750","Czm_21_37","1",1,2.5,1,1,0,3.67,0
"3751","Czm_21_37","1",1,5,1,1,0,3.67,0
"3752","Czm_21_37","1",1,10,1,1,0,3.67,0
"3753","Czm_21_37","1",1,20,1,1,0,3.67,0
"3754","Czm_21_37","1",2,0,4.79,5.58,4.185,3.67,1.14032697547684
"3755","Czm_21_37","1",2,0.01,4.49,3.91,3.2,3.67,0.871934604904632
"3756","Czm_21_37","1",2,0.1,3.8,4.88,3.34,3.67,0.91008174386921
"3757","Czm_21_37","1",2,0.5,1.43,1.62,0.525,3.67,0.143051771117166
"3758","Czm_21_37","1",2,1,1,1,0,3.67,0
"3759","Czm_21_37","1",2,2.5,1,1,0,3.67,0
"3760","Czm_21_37","1",2,5,1,1,0,3.67,0
"3761","Czm_21_37","1",2,10,1,1,0,3.67,0
"3762","Czm_21_37","1",2,20,1,1,0,3.67,0
"3763","Czm_21_38","1",1,0,3.42,3.28,2.35,2.36,0.995762711864407
"3764","Czm_21_38","1",1,0.01,3.02,3.19,2.105,2.36,0.891949152542373
"3765","Czm_21_38","1",1,0.1,2.79,4.06,2.425,2.36,1.02754237288136
"3766","Czm_21_38","1",1,0.5,1.15,1.41,0.28,2.36,0.11864406779661
"3767","Czm_21_38","1",1,1,1,1.31,0.155,2.36,0.0656779661016949
"3768","Czm_21_38","1",1,2.5,1,1,0,2.36,0
"3769","Czm_21_38","1",1,5,1,1,0,2.36,0
"3770","Czm_21_38","1",1,10,1,1,0,2.36,0
"3771","Czm_21_38","1",1,20,1,1,0,2.36,0
"3772","Czm_21_38","1",2,0,3.3,3.44,2.37,2.36,1.00423728813559
"3773","Czm_21_38","1",2,0.01,2.61,2.87,1.74,2.36,0.73728813559322
"3774","Czm_21_38","1",2,0.1,2.91,3.72,2.315,2.36,0.980932203389831
"3775","Czm_21_38","1",2,0.5,1.75,2.07,0.91,2.36,0.385593220338983
"3776","Czm_21_38","1",2,1,1.54,1.75,0.645,2.36,0.273305084745763
"3777","Czm_21_38","1",2,2.5,1,1,0,2.36,0
"3778","Czm_21_38","1",2,5,1,1,0,2.36,0
"3779","Czm_21_38","1",2,10,1,1,0,2.36,0
"3780","Czm_21_38","1",2,20,1,1,0,2.36,0
"3781","Czm_21_39","1",1,0,6.6,7.15,5.875,6.185,0.949878738884398
"3782","Czm_21_39","1",1,0.01,7.22,7.46,6.34,6.185,1.0250606305578
"3783","Czm_21_39","1",1,0.1,6.5,7.22,5.86,6.185,0.947453516572352
"3784","Czm_21_39","1",1,0.5,3.02,2.89,1.955,6.185,0.316087308003234
"3785","Czm_21_39","1",1,1,1.73,2.06,0.895,6.185,0.144704931285368
"3786","Czm_21_39","1",1,2.5,1.33,1.74,0.535,6.185,0.0864995957962813
"3787","Czm_21_39","1",1,5,1,1,0,6.185,0
"3788","Czm_21_39","1",1,10,1,1,0,6.185,0
"3789","Czm_21_39","1",1,20,1,1,0,6.185,0
"3790","Czm_21_39","1",2,0,6.75,8.24,6.495,6.185,1.0501212611156
"3791","Czm_21_39","1",2,0.01,8.23,6.18,6.205,6.185,1.00323362974939
"3792","Czm_21_39","1",2,0.1,6.87,8.82,6.845,6.185,1.10670978172999
"3793","Czm_21_39","1",2,0.5,3.15,2.72,1.935,6.185,0.31285367825384
"3794","Czm_21_39","1",2,1,1.81,2.05,0.93,6.185,0.150363783346807
"3795","Czm_21_39","1",2,2.5,1.78,1.85,0.815,6.185,0.131770412287793
"3796","Czm_21_39","1",2,5,1,1,0,6.185,0
"3797","Czm_21_39","1",2,10,1,1,0,6.185,0
"3798","Czm_21_39","1",2,20,1,1,0,6.185,0
"3799","Czm_21_4","1",1,0,5.49,4.91,4.2,5.0725,0.82799408575653
"3800","Czm_21_4","1",1,0.01,5.51,4.26,3.885,5.0725,0.765894529324791
"3801","Czm_21_4","1",1,0.1,4.71,4.81,3.76,5.0725,0.741251848201084
"3802","Czm_21_4","1",1,0.5,1.61,1.66,0.635,5.0725,0.125184820108428
"3803","Czm_21_4","1",1,1,2.52,3.14,1.83,5.0725,0.36076885165106
"3804","Czm_21_4","1",1,2.5,1,1,0,5.0725,0
"3805","Czm_21_4","1",1,5,1,1,0,5.0725,0
"3806","Czm_21_4","1",1,10,1,1,0,5.0725,0
"3807","Czm_21_4","1",1,20,1,1,0,5.0725,0
"3808","Czm_21_4","1",2,0,7.46,6.43,5.945,5.0725,1.17200591424347
"3809","Czm_21_4","1",2,0.01,3.95,5.01,3.48,5.0725,0.686052242483982
"3810","Czm_21_4","1",2,0.1,5.25,4.98,4.115,5.0725,0.81123706259241
"3811","Czm_21_4","1",2,0.5,2.56,2.43,1.495,5.0725,0.294726466239527
"3812","Czm_21_4","1",2,1,1.36,1.27,0.315,5.0725,0.0620995564317398
"3813","Czm_21_4","1",2,2.5,1,1,0,5.0725,0
"3814","Czm_21_4","1",2,5,1,1,0,5.0725,0
"3815","Czm_21_4","1",2,10,1,1,0,5.0725,0
"3816","Czm_21_4","1",2,20,1,1,0,5.0725,0
"3817","Czm_21_40","1",1,0,7.62,8.86,7.24,7.3825,0.980697595665425
"3818","Czm_21_40","1",1,0.01,8.61,7.99,7.3,7.3825,0.988824923806299
"3819","Czm_21_40","1",1,0.1,7.92,9.06,7.49,7.3825,1.01456146291907
"3820","Czm_21_40","1",1,0.5,3.12,3.5,2.31,7.3825,0.312902133423637
"3821","Czm_21_40","1",1,1,1.67,1.38,0.525,7.3825,0.0711141212326448
"3822","Czm_21_40","1",1,2.5,1,1,0,7.3825,0
"3823","Czm_21_40","1",1,5,1,1,0,7.3825,0
"3824","Czm_21_40","1",1,10,1,1,0,7.3825,0
"3825","Czm_21_40","1",1,20,1,1,0,7.3825,0
"3826","Czm_21_40","1",2,0,8.68,8.37,7.525,7.3825,1.01930240433457
"3827","Czm_21_40","1",2,0.01,8.98,8.41,7.695,7.3825,1.04232983406705
"3828","Czm_21_40","1",2,0.1,5.77,6.97,5.37,7.3825,0.727395868608195
"3829","Czm_21_40","1",2,0.5,3.42,2.62,2.02,7.3825,0.273620047409414
"3830","Czm_21_40","1",2,1,1.51,1.19,0.35,7.3825,0.0474094141550965
"3831","Czm_21_40","1",2,2.5,1,1,0,7.3825,0
"3832","Czm_21_40","1",2,5,1,1,0,7.3825,0
"3833","Czm_21_40","1",2,10,1,1,0,7.3825,0
"3834","Czm_21_40","1",2,20,1,1,0,7.3825,0
"3835","Czm_21_41","1",1,0,6.3,6.81,5.555,5.455,1.01833180568286
"3836","Czm_21_41","1",1,0.01,6.33,6.59,5.46,5.455,1.00091659028414
"3837","Czm_21_41","1",1,0.1,7.21,6.92,6.065,5.455,1.11182401466544
"3838","Czm_21_41","1",1,0.5,3.54,3.66,2.6,5.455,0.476626947754354
"3839","Czm_21_41","1",1,1,1.46,2.23,0.845,5.455,0.154903758020165
"3840","Czm_21_41","1",1,2.5,2.47,2.29,1.38,5.455,0.252978918423465
"3841","Czm_21_41","1",1,5,1,1,0,5.455,0
"3842","Czm_21_41","1",1,10,1,1,0,5.455,0
"3843","Czm_21_41","1",1,20,1,1,0,5.455,0
"3844","Czm_21_41","1",2,0,5.77,6.94,5.355,5.455,0.98166819431714
"3845","Czm_21_41","1",2,0.01,6.19,8.3,6.245,5.455,1.14482126489459
"3846","Czm_21_41","1",2,0.1,7.03,6.79,5.91,5.455,1.08340971585701
"3847","Czm_21_41","1",2,0.5,2.91,3.73,2.32,5.455,0.425297891842347
"3848","Czm_21_41","1",2,1,2.75,2.78,1.765,5.455,0.323556370302475
"3849","Czm_21_41","1",2,2.5,1.11,1.18,0.145,5.455,0.0265811182401467
"3850","Czm_21_41","1",2,5,1,1,0,5.455,0
"3851","Czm_21_41","1",2,10,1,1,0,5.455,0
"3852","Czm_21_41","1",2,20,1,1,0,5.455,0
"3853","Czm_21_42","1",1,0,5.81,5.98,4.895,5.205,0.940441882804995
"3854","Czm_21_42","1",1,0.01,6.39,8.06,6.225,5.205,1.19596541786744
"3855","Czm_21_42","1",1,0.1,5.44,6.59,5.015,5.205,0.963496637848223
"3856","Czm_21_42","1",1,0.5,2.18,2.41,1.295,5.205,0.248799231508165
"3857","Czm_21_42","1",1,1,1.52,1.59,0.555,5.205,0.106628242074928
"3858","Czm_21_42","1",1,2.5,1.13,1.5,0.315,5.205,0.0605187319884726
"3859","Czm_21_42","1",1,5,1,1,0,5.205,0
"3860","Czm_21_42","1",1,10,1,1,0,5.205,0
"3861","Czm_21_42","1",1,20,1,1,0,5.205,0
"3862","Czm_21_42","1",2,0,5.79,7.24,5.515,5.205,1.059558117195
"3863","Czm_21_42","1",2,0.01,6.36,6.2,5.28,5.205,1.01440922190202
"3864","Czm_21_42","1",2,0.1,5.07,6.8,4.935,5.205,0.948126801152738
"3865","Czm_21_42","1",2,0.5,2.33,2.81,1.57,5.205,0.301633045148895
"3866","Czm_21_42","1",2,1,2.32,2.26,1.29,5.205,0.247838616714697
"3867","Czm_21_42","1",2,2.5,1.27,1.42,0.345,5.205,0.0662824207492795
"3868","Czm_21_42","1",2,5,1,1,0,5.205,0
"3869","Czm_21_42","1",2,10,1,1,0,5.205,0
"3870","Czm_21_42","1",2,20,1,1,0,5.205,0
"3871","Czm_21_43","1",1,0,16.38,16.88,15.63,15.3,1.02156862745098
"3872","Czm_21_43","1",1,0.01,15.25,14.65,13.95,15.3,0.911764705882353
"3873","Czm_21_43","1",1,0.1,5.4,5.76,4.58,15.3,0.299346405228758
"3874","Czm_21_43","1",1,0.5,1.29,1.39,0.34,15.3,0.0222222222222222
"3875","Czm_21_43","1",1,1,1,1,0,15.3,0
"3876","Czm_21_43","1",1,2.5,1,1,0,15.3,0
"3877","Czm_21_43","1",1,5,1,1,0,15.3,0
"3878","Czm_21_43","1",1,10,1,1,0,15.3,0
"3879","Czm_21_43","1",1,20,1,1,0,15.3,0
"3880","Czm_21_43","1",2,0,15.67,16.27,14.97,15.3,0.97843137254902
"3881","Czm_21_43","1",2,0.01,16.22,16.72,15.47,15.3,1.01111111111111
"3882","Czm_21_43","1",2,0.1,10.92,11.04,9.98,15.3,0.652287581699347
"3883","Czm_21_43","1",2,0.5,1.79,1.34,0.565,15.3,0.0369281045751634
"3884","Czm_21_43","1",2,1,1,1,0,15.3,0
"3885","Czm_21_43","1",2,2.5,1,1,0,15.3,0
"3886","Czm_21_43","1",2,5,1,1,0,15.3,0
"3887","Czm_21_43","1",2,10,1,1,0,15.3,0
"3888","Czm_21_43","1",2,20,1,1,0,15.3,0
"3889","Czm_21_44","1",1,0,7.66,8.15,6.905,6.6875,1.03252336448598
"3890","Czm_21_44","1",1,0.01,7.78,7.26,6.52,6.6875,0.974953271028037
"3891","Czm_21_44","1",1,0.1,6.01,7.38,5.695,6.6875,0.851588785046729
"3892","Czm_21_44","1",1,0.5,2.82,2.61,1.715,6.6875,0.256448598130841
"3893","Czm_21_44","1",1,1,1,1,0,6.6875,0
"3894","Czm_21_44","1",1,2.5,1,1,0,6.6875,0
"3895","Czm_21_44","1",1,5,1,1,0,6.6875,0
"3896","Czm_21_44","1",1,10,1,1,0,6.6875,0
"3897","Czm_21_44","1",1,20,1,1,0,6.6875,0
"3898","Czm_21_44","1",2,0,7.28,7.66,6.47,6.6875,0.967476635514019
"3899","Czm_21_44","1",2,0.01,8.27,8.11,7.19,6.6875,1.07514018691589
"3900","Czm_21_44","1",2,0.1,6.02,4.66,4.34,6.6875,0.648971962616822
"3901","Czm_21_44","1",2,0.5,1.84,2.1,0.97,6.6875,0.145046728971963
"3902","Czm_21_44","1",2,1,1,1,0,6.6875,0
"3903","Czm_21_44","1",2,2.5,1,1,0,6.6875,0
"3904","Czm_21_44","1",2,5,1,1,0,6.6875,0
"3905","Czm_21_44","1",2,10,1,1,0,6.6875,0
"3906","Czm_21_44","1",2,20,1,1,0,6.6875,0
"3907","Czm_21_45","1",1,0,3.64,3.4,2.52,2.325,1.08387096774194
"3908","Czm_21_45","1",1,0.01,5.26,3.87,3.565,2.325,1.53333333333333
"3909","Czm_21_45","1",1,0.1,2.88,2.82,1.85,2.325,0.795698924731183
"3910","Czm_21_45","1",1,0.5,2.23,2.5,1.365,2.325,0.587096774193548
"3911","Czm_21_45","1",1,1,1.77,1.71,0.74,2.325,0.318279569892473
"3912","Czm_21_45","1",1,2.5,1,1,0,2.325,0
"3913","Czm_21_45","1",1,5,1,1,0,2.325,0
"3914","Czm_21_45","1",1,10,1,1,0,2.325,0
"3915","Czm_21_45","1",1,20,1,1,0,2.325,0
"3916","Czm_21_45","1",2,0,3.34,2.92,2.13,2.325,0.916129032258064
"3917","Czm_21_45","1",2,0.01,3.45,3.28,2.365,2.325,1.01720430107527
"3918","Czm_21_45","1",2,0.1,2.9,3.96,2.43,2.325,1.04516129032258
"3919","Czm_21_45","1",2,0.5,2.24,2.44,1.34,2.325,0.576344086021505
"3920","Czm_21_45","1",2,1,1.93,1.64,0.785,2.325,0.33763440860215
"3921","Czm_21_45","1",2,2.5,1,1,0,2.325,0
"3922","Czm_21_45","1",2,5,1,1,0,2.325,0
"3923","Czm_21_45","1",2,10,1,1,0,2.325,0
"3924","Czm_21_45","1",2,20,1,1,0,2.325,0
"3925","Czm_21_46","1",1,0,3.71,4.66,3.185,3.215,0.990668740279938
"3926","Czm_21_46","1",1,0.01,2.95,4.35,2.65,3.215,0.824261275272162
"3927","Czm_21_46","1",1,0.1,3.07,3.76,2.415,3.215,0.751166407465008
"3928","Czm_21_46","1",1,0.5,2.64,2.44,1.54,3.215,0.47900466562986
"3929","Czm_21_46","1",1,1,1.57,1.61,0.59,3.215,0.183514774494557
"3930","Czm_21_46","1",1,2.5,1,1,0,3.215,0
"3931","Czm_21_46","1",1,5,1,1,0,3.215,0
"3932","Czm_21_46","1",1,10,1,1,0,3.215,0
"3933","Czm_21_46","1",1,20,1,1,0,3.215,0
"3934","Czm_21_46","1",2,0,4.1,4.39,3.245,3.215,1.00933125972006
"3935","Czm_21_46","1",2,0.01,4.63,5.28,3.955,3.215,1.23017107309487
"3936","Czm_21_46","1",2,0.1,2.93,2.71,1.82,3.215,0.566096423017107
"3937","Czm_21_46","1",2,0.5,2.38,3.33,1.855,3.215,0.576982892690513
"3938","Czm_21_46","1",2,1,1.71,1.97,0.84,3.215,0.261275272161742
"3939","Czm_21_46","1",2,2.5,1,1,0,3.215,0
"3940","Czm_21_46","1",2,5,1,1,0,3.215,0
"3941","Czm_21_46","1",2,10,1,1,0,3.215,0
"3942","Czm_21_46","1",2,20,1,1,0,3.215,0
"3943","Czm_21_47","1",1,0,3.96,5.45,3.705,3.6,1.02916666666667
"3944","Czm_21_47","1",1,0.01,4.18,3.85,3.015,3.6,0.8375
"3945","Czm_21_47","1",1,0.1,2.47,3.94,2.205,3.6,0.6125
"3946","Czm_21_47","1",1,0.5,2.19,2.44,1.315,3.6,0.365277777777778
"3947","Czm_21_47","1",1,1,1.78,1.48,0.63,3.6,0.175
"3948","Czm_21_47","1",1,2.5,1,1,0,3.6,0
"3949","Czm_21_47","1",1,5,1,1,0,3.6,0
"3950","Czm_21_47","1",1,10,1,1,0,3.6,0
"3951","Czm_21_47","1",1,20,1,1,0,3.6,0
"3952","Czm_21_47","1",2,0,4.72,4.27,3.495,3.6,0.970833333333333
"3953","Czm_21_47","1",2,0.01,3.62,3.35,2.485,3.6,0.690277777777778
"3954","Czm_21_47","1",2,0.1,2.86,2.51,1.685,3.6,0.468055555555556
"3955","Czm_21_47","1",2,0.5,2.28,2.02,1.15,3.6,0.319444444444444
"3956","Czm_21_47","1",2,1,1.4,1.62,0.51,3.6,0.141666666666667
"3957","Czm_21_47","1",2,2.5,1,1,0,3.6,0
"3958","Czm_21_47","1",2,5,1,1,0,3.6,0
"3959","Czm_21_47","1",2,10,1,1,0,3.6,0
"3960","Czm_21_47","1",2,20,1,1,0,3.6,0
"3961","Czm_21_48","1",1,0,6.73,7.33,6.03,5.7275,1.05281536446966
"3962","Czm_21_48","1",1,0.01,8.8,8.19,7.495,5.7275,1.3085988651244
"3963","Czm_21_48","1",1,0.1,6.06,7.12,5.59,5.7275,0.975993016150153
"3964","Czm_21_48","1",1,0.5,2.69,2.31,1.5,5.7275,0.261894369271061
"3965","Czm_21_48","1",1,1,1.98,1.83,0.905,5.7275,0.15800960279354
"3966","Czm_21_48","1",1,2.5,1,1,0,5.7275,0
"3967","Czm_21_48","1",1,5,1,1,0,5.7275,0
"3968","Czm_21_48","1",1,10,1,1,0,5.7275,0
"3969","Czm_21_48","1",1,20,1,1,0,5.7275,0
"3970","Czm_21_48","1",2,0,6.35,6.5,5.425,5.7275,0.947184635530336
"3971","Czm_21_48","1",2,0.01,8.26,8.61,7.435,5.7275,1.29812309035356
"3972","Czm_21_48","1",2,0.1,7.15,6.32,5.735,5.7275,1.00130947184636
"3973","Czm_21_48","1",2,0.5,2.25,2.58,1.415,5.7275,0.247053688345701
"3974","Czm_21_48","1",2,1,2,1.58,0.79,5.7275,0.137931034482759
"3975","Czm_21_48","1",2,2.5,1,1,0,5.7275,0
"3976","Czm_21_48","1",2,5,1,1,0,5.7275,0
"3977","Czm_21_48","1",2,10,1,1,0,5.7275,0
"3978","Czm_21_48","1",2,20,1,1,0,5.7275,0
"3979","Czm_21_50","1",1,0,8.91,8.99,7.95,7.8775,1.00920342748334
"3980","Czm_21_50","1",1,0.01,5.92,5.86,4.89,7.8775,0.620755315772771
"3981","Czm_21_50","1",1,0.1,4.96,6.44,4.7,7.8775,0.596635988575056
"3982","Czm_21_50","1",1,0.5,2.54,2.16,1.35,7.8775,0.171374166931133
"3983","Czm_21_50","1",1,1,1.65,2.61,1.13,7.8775,0.143446524912726
"3984","Czm_21_50","1",1,2.5,1,1,0,7.8775,0
"3985","Czm_21_50","1",1,5,1,1,0,7.8775,0
"3986","Czm_21_50","1",1,10,1,1,0,7.8775,0
"3987","Czm_21_50","1",1,20,1,1,0,7.8775,0
"3988","Czm_21_50","1",2,0,9.13,8.48,7.805,7.8775,0.990796572516661
"3989","Czm_21_50","1",2,0.01,6.17,6.9,5.535,7.8775,0.702634084417645
"3990","Czm_21_50","1",2,0.1,5.83,6.12,4.975,7.8775,0.631545541098064
"3991","Czm_21_50","1",2,0.5,2.4,2.32,1.36,7.8775,0.172643605204697
