"","Isolate","Set","rep","ppm","one","two","average_length","avgC","relative"
"3253","Czm_21_239","1",2,0.5,2.91,2.26,1.585,6.3425,0.249901458415451
"3254","Czm_21_239","1",2,1,1.81,1.63,0.72,6.3425,0.113519905400079
"3255","Czm_21_239","1",2,2.5,1,1,0,6.3425,0
"3256","Czm_21_239","1",2,5,1,1,0,6.3425,0
"3257","Czm_21_239","1",2,10,1,1,0,6.3425,0
"3258","Czm_21_239","1",2,20,1,1,0,6.3425,0
"3259","Czm_21_24","1",1,0,3.52,3.44,2.48,3.725,0.665771812080537
"3260","Czm_21_24","1",1,0.01,3.85,4.67,3.26,3.725,0.875167785234899
"3261","Czm_21_24","1",1,0.1,3.95,6.43,4.19,3.725,1.1248322147651
"3262","Czm_21_24","1",1,0.5,1.75,2.08,0.915,3.725,0.245637583892617
"3263","Czm_21_24","1",1,1,1.62,1.88,0.75,3.725,0.201342281879195
"3264","Czm_21_24","1",1,2.5,1,1,0,3.725,0
"3265","Czm_21_24","1",1,5,1,1,0,3.725,0
"3266","Czm_21_24","1",1,10,1,1,0,3.725,0
"3267","Czm_21_24","1",1,20,1,1,0,3.725,0
"3268","Czm_21_24","1",2,0,4.22,7.72,4.97,3.725,1.33422818791946
"3269","Czm_21_24","1",2,0.01,3.49,5.38,3.435,3.725,0.922147651006712
"3270","Czm_21_24","1",2,0.1,3.35,3.95,2.65,3.725,0.711409395973155
"3271","Czm_21_24","1",2,0.5,2.17,2.5,1.335,3.725,0.358389261744966
"3272","Czm_21_24","1",2,1,1.09,1.52,0.305,3.725,0.0818791946308725
"3273","Czm_21_24","1",2,2.5,1,1,0,3.725,0
"3274","Czm_21_24","1",2,5,1,1,0,3.725,0
"3275","Czm_21_24","1",2,10,1,1,0,3.725,0
"3276","Czm_21_24","1",2,20,1,1,0,3.725,0
"3277","Czm_21_240","1",1,0,7.25,5.76,5.505,5.9925,0.918648310387985
"3278","Czm_21_240","1",1,0.01,7.76,7.68,6.72,5.9925,1.12140175219024
"3279","Czm_21_240","1",1,0.1,6.66,7.71,6.185,5.9925,1.03212348769295
"3280","Czm_21_240","1",1,0.5,2.55,2.6,1.575,5.9925,0.262828535669587
"3281","Czm_21_240","1",1,1,1.84,2.09,0.965,5.9925,0.161034626616604
"3282","Czm_21_240","1",1,2.5,1,1,0,5.9925,0
"3283","Czm_21_240","1",1,5,1,1,0,5.9925,0
"3284","Czm_21_240","1",1,10,1,1,0,5.9925,0
"3285","Czm_21_240","1",1,20,1,1,0,5.9925,0
"3286","Czm_21_240","1",2,0,6.69,8.27,6.48,5.9925,1.08135168961202
"3287","Czm_21_240","1",2,0.01,6.86,6.93,5.895,5.9925,0.983729662077597
"3288","Czm_21_240","1",2,0.1,5.45,5.87,4.66,5.9925,0.777638715060492
"3289","Czm_21_240","1",2,0.5,2.53,2.74,1.635,5.9925,0.272841051314143
"3290","Czm_21_240","1",2,1,2.23,2.3,1.265,5.9925,0.211097204839383
"3291","Czm_21_240","1",2,2.5,1,1,0,5.9925,0
"3292","Czm_21_240","1",2,5,1,1,0,5.9925,0
"3293","Czm_21_240","1",2,10,1,1,0,5.9925,0
"3294","Czm_21_240","1",2,20,1,1,0,5.9925,0
"3295","Czm_21_241","1",1,0,7.68,6.2,5.94,5.285,1.12393566698202
"3296","Czm_21_241","1",1,0.01,7.36,7.09,6.225,5.285,1.17786187322611
"3297","Czm_21_241","1",1,0.1,5.33,6.57,4.95,5.285,0.936613055818354
"3298","Czm_21_241","1",1,0.5,2.64,2.88,1.76,5.285,0.333017975402081
"3299","Czm_21_241","1",1,1,1,1,0,5.285,0
"3300","Czm_21_241","1",1,2.5,1,1,0,5.285,0
"3301","Czm_21_241","1",1,5,1,1,0,5.285,0
"3302","Czm_21_241","1",1,10,1,1,0,5.285,0
"3303","Czm_21_241","1",1,20,1,1,0,5.285,0
"3304","Czm_21_241","1",2,0,5.82,5.44,4.63,5.285,0.876064333017975
"3305","Czm_21_241","1",2,0.01,6.52,6.88,5.7,5.285,1.07852412488174
"3306","Czm_21_241","1",2,0.1,5.51,6.87,5.19,5.285,0.982024597918637
"3307","Czm_21_241","1",2,0.5,2.82,2.38,1.6,5.285,0.302743614001892
"3308","Czm_21_241","1",2,1,1,1,0,5.285,0
"3309","Czm_21_241","1",2,2.5,1,1,0,5.285,0
"3310","Czm_21_241","1",2,5,1,1,0,5.285,0
"3311","Czm_21_241","1",2,10,1,1,0,5.285,0
"3312","Czm_21_241","1",2,20,1,1,0,5.285,0
"3313","Czm_21_242","1",1,0,4.22,6.12,4.17,4.1225,1.01152213462705
"3314","Czm_21_242","1",1,0.01,4.16,5.04,3.6,4.1225,0.873256519102486
"3315","Czm_21_242","1",1,0.1,4.68,4.48,3.58,4.1225,0.868405093996361
"3316","Czm_21_242","1",1,0.5,2.26,3.22,1.74,4.1225,0.422073984232868
"3317","Czm_21_242","1",1,1,1,1,0,4.1225,0
"3318","Czm_21_242","1",1,2.5,1,1,0,4.1225,0
"3319","Czm_21_242","1",1,5,1,1,0,4.1225,0
"3320","Czm_21_242","1",1,10,1,1,0,4.1225,0
"3321","Czm_21_242","1",1,20,1,1,0,4.1225,0
"3322","Czm_21_242","1",2,0,5.61,4.54,4.075,4.1225,0.988477865372953
"3323","Czm_21_242","1",2,0.01,4.76,5.08,3.92,4.1225,0.950879320800485
"3324","Czm_21_242","1",2,0.1,4.84,5.17,4.005,4.1225,0.971497877501516
"3325","Czm_21_242","1",2,0.5,2.23,2.58,1.405,4.1225,0.340812613705276
"3326","Czm_21_242","1",2,1,1,1,0,4.1225,0
"3327","Czm_21_242","1",2,2.5,1,1,0,4.1225,0
"3328","Czm_21_242","1",2,5,1,1,0,4.1225,0
"3329","Czm_21_242","1",2,10,1,1,0,4.1225,0
"3330","Czm_21_242","1",2,20,1,1,0,4.1225,0
"3331","Czm_21_243","1",1,0,4.68,4.9,3.79,3.8675,0.979961215255333
"3332","Czm_21_243","1",1,0.01,4.58,4.84,3.71,3.8675,0.959276018099547
"3333","Czm_21_243","1",1,0.1,4.29,5.12,3.705,3.8675,0.957983193277311
"3334","Czm_21_243","1",1,0.5,3,1.84,1.42,3.8675,0.367162249515191
"3335","Czm_21_243","1",1,1,1,1,0,3.8675,0
"3336","Czm_21_243","1",1,2.5,1,1,0,3.8675,0
"3337","Czm_21_243","1",1,5,1,1,0,3.8675,0
"3338","Czm_21_243","1",1,10,1,1,0,3.8675,0
"3339","Czm_21_243","1",1,20,1,1,0,3.8675,0
"3340","Czm_21_243","1",2,0,4.73,5.16,3.945,3.8675,1.02003878474467
"3341","Czm_21_243","1",2,0.01,5.55,4.99,4.27,3.8675,1.10407239819005
"3342","Czm_21_243","1",2,0.1,5.41,6.06,4.735,3.8675,1.22430510665805
"3343","Czm_21_243","1",2,0.5,2.44,2.71,1.575,3.8675,0.407239819004525
"3344","Czm_21_243","1",2,1,1,1,0,3.8675,0
"3345","Czm_21_243","1",2,2.5,1,1,0,3.8675,0
"3346","Czm_21_243","1",2,5,1,1,0,3.8675,0
"3347","Czm_21_243","1",2,10,1,1,0,3.8675,0
"3348","Czm_21_243","1",2,20,1,1,0,3.8675,0
"3349","Czm_21_244","1",1,0,7.82,7.58,6.7,6.0825,1.10152075626798
"3350","Czm_21_244","1",1,0.01,6.96,6.64,5.8,6.0825,0.953555281545417
"3351","Czm_21_244","1",1,0.1,6.01,6.76,5.385,6.0825,0.885326757090012
"3352","Czm_21_244","1",1,0.5,3.45,2.44,1.945,6.0825,0.319769831483765
"3353","Czm_21_244","1",1,1,1,1,0,6.0825,0
"3354","Czm_21_244","1",1,2.5,1,1,0,6.0825,0
"3355","Czm_21_244","1",1,5,1,1,0,6.0825,0
"3356","Czm_21_244","1",1,10,1,1,0,6.0825,0
"3357","Czm_21_244","1",1,20,1,1,0,6.0825,0
"3358","Czm_21_244","1",2,0,6.15,6.78,5.465,6.0825,0.898479243732018
"3359","Czm_21_244","1",2,0.01,5.4,6.65,5.025,6.0825,0.826140567200986
"3360","Czm_21_244","1",2,0.1,6.64,6.29,5.465,6.0825,0.898479243732018
"3361","Czm_21_244","1",2,0.5,2.47,2.59,1.53,6.0825,0.25154130702836
"3362","Czm_21_244","1",2,1,1,1,0,6.0825,0
"3363","Czm_21_244","1",2,2.5,1,1,0,6.0825,0
"3364","Czm_21_244","1",2,5,1,1,0,6.0825,0
"3365","Czm_21_244","1",2,10,1,1,0,6.0825,0
"3366","Czm_21_244","1",2,20,1,1,0,6.0825,0
"3367","Czm_21_245","1",1,0,6.92,5.67,5.295,5.385,0.983286908077994
"3368","Czm_21_245","1",1,0.01,5.88,6.24,5.06,5.385,0.939647168059424
"3369","Czm_21_245","1",1,0.1,6.87,6.7,5.785,5.385,1.07428040854225
"3370","Czm_21_245","1",1,0.5,3.1,1.94,1.52,5.385,0.282265552460539
"3371","Czm_21_245","1",1,1,1,1,0,5.385,0
"3372","Czm_21_245","1",1,2.5,1,1,0,5.385,0
"3373","Czm_21_245","1",1,5,1,1,0,5.385,0
"3374","Czm_21_245","1",1,10,1,1,0,5.385,0
"3375","Czm_21_245","1",1,20,1,1,0,5.385,0
"3376","Czm_21_245","1",2,0,6,6.95,5.475,5.385,1.01671309192201
"3377","Czm_21_245","1",2,0.01,6.73,5.76,5.245,5.385,0.974001857010214
"3378","Czm_21_245","1",2,0.1,6.96,7.63,6.295,5.385,1.16898792943361
"3379","Czm_21_245","1",2,0.5,2.41,2.23,1.32,5.385,0.245125348189415
"3380","Czm_21_245","1",2,1,1,1,0,5.385,0
"3381","Czm_21_245","1",2,2.5,1,1,0,5.385,0
"3382","Czm_21_245","1",2,5,1,1,0,5.385,0
"3383","Czm_21_245","1",2,10,1,1,0,5.385,0
"3384","Czm_21_245","1",2,20,1,1,0,5.385,0
"3385","Czm_21_246","1",1,0,9.54,11.1,9.32,9.28,1.00431034482759
"3386","Czm_21_246","1",1,0.01,11.08,10.93,10.005,9.28,1.078125
"3387","Czm_21_246","1",1,0.1,10.3,10.49,9.395,9.28,1.01239224137931
"3388","Czm_21_246","1",1,0.5,4.97,4.07,3.52,9.28,0.379310344827586
"3389","Czm_21_246","1",1,1,1,1,0,9.28,0
"3390","Czm_21_246","1",1,2.5,1,1,0,9.28,0
"3391","Czm_21_246","1",1,5,1,1,0,9.28,0
"3392","Czm_21_246","1",1,10,1,1,0,9.28,0
"3393","Czm_21_246","1",1,20,1,1,0,9.28,0
"3394","Czm_21_246","1",2,0,10.04,10.44,9.24,9.28,0.995689655172414
"3395","Czm_21_246","1",2,0.01,10.7,11.56,10.13,9.28,1.09159482758621
"3396","Czm_21_246","1",2,0.1,10.24,9.87,9.055,9.28,0.975754310344828
"3397","Czm_21_246","1",2,0.5,2.1,2.88,1.49,9.28,0.160560344827586
"3398","Czm_21_246","1",2,1,1,1,0,9.28,0
"3399","Czm_21_246","1",2,2.5,1,1,0,9.28,0
"3400","Czm_21_246","1",2,5,1,1,0,9.28,0
"3401","Czm_21_246","1",2,10,1,1,0,9.28,0
"3402","Czm_21_246","1",2,20,1,1,0,9.28,0
"3403","Czm_21_247","1",1,0,7.25,5.84,5.545,6.035,0.91880695940348
"3404","Czm_21_247","1",1,0.01,9.5,8.95,8.225,6.035,1.36288318144159
"3405","Czm_21_247","1",1,0.1,7.78,7.18,6.48,6.035,1.07373653686827
"3406","Czm_21_247","1",1,0.5,3.02,3.51,2.265,6.035,0.375310687655344
"3407","Czm_21_247","1",1,1,2.22,1.93,1.075,6.035,0.178127589063795
"3408","Czm_21_247","1",1,2.5,1,1,0,6.035,0
"3409","Czm_21_247","1",1,5,1,1,0,6.035,0
"3410","Czm_21_247","1",1,10,1,1,0,6.035,0
"3411","Czm_21_247","1",1,20,1,1,0,6.035,0
"3412","Czm_21_247","1",2,0,6.91,8.14,6.525,6.035,1.08119304059652
"3413","Czm_21_247","1",2,0.01,7.59,6.76,6.175,6.035,1.02319801159901
"3414","Czm_21_247","1",2,0.1,8.36,6.37,6.365,6.035,1.05468102734051
"3415","Czm_21_247","1",2,0.5,4.28,4.17,3.225,6.035,0.534382767191384
"3416","Czm_21_247","1",2,1,2.59,2.25,1.42,6.035,0.235294117647059
"3417","Czm_21_247","1",2,2.5,1,1,0,6.035,0
"3418","Czm_21_247","1",2,5,1,1,0,6.035,0
"3419","Czm_21_247","1",2,10,1,1,0,6.035,0
"3420","Czm_21_247","1",2,20,1,1,0,6.035,0
"3421","Czm_21_248","1",1,0,9.16,7.74,7.45,6.375,1.16862745098039
"3422","Czm_21_248","1",1,0.01,6.36,6.72,5.54,6.375,0.869019607843137
"3423","Czm_21_248","1",1,0.1,6.24,6.34,5.29,6.375,0.829803921568627
"3424","Czm_21_248","1",1,0.5,2.66,2.2,1.43,6.375,0.224313725490196
"3425","Czm_21_248","1",1,1,1,1,0,6.375,0
"3426","Czm_21_248","1",1,2.5,1,1,0,6.375,0
"3427","Czm_21_248","1",1,5,1,1,0,6.375,0
"3428","Czm_21_248","1",1,10,1,1,0,6.375,0
"3429","Czm_21_248","1",1,20,1,1,0,6.375,0
"3430","Czm_21_248","1",2,0,6.78,5.82,5.3,6.375,0.831372549019608
"3431","Czm_21_248","1",2,0.01,6.56,6.36,5.46,6.375,0.856470588235294
"3432","Czm_21_248","1",2,0.1,6.34,5.28,4.81,6.375,0.754509803921569
"3433","Czm_21_248","1",2,0.5,2.68,2.6,1.64,6.375,0.257254901960784
"3434","Czm_21_248","1",2,1,1,1,0,6.375,0
"3435","Czm_21_248","1",2,2.5,1,1,0,6.375,0
"3436","Czm_21_248","1",2,5,1,1,0,6.375,0
"3437","Czm_21_248","1",2,10,1,1,0,6.375,0
"3438","Czm_21_248","1",2,20,1,1,0,6.375,0
"3439","Czm_21_249","1",1,0,5.18,6.57,4.875,4.765,1.02308499475341
"3440","Czm_21_249","1",1,0.01,6,5.17,4.585,4.765,0.962224554039874
"3441","Czm_21_249","1",1,0.1,4.71,4.93,3.82,4.765,0.801678908709339
"3442","Czm_21_249","1",1,0.5,2.72,2.98,1.85,4.765,0.388247639034627
"3443","Czm_21_249","1",1,1,1.74,1.95,0.845,4.765,0.177334732423924
"3444","Czm_21_249","1",1,2.5,1,1,0,4.765,0
"3445","Czm_21_249","1",1,5,1,1,0,4.765,0
"3446","Czm_21_249","1",1,10,1,1,0,4.765,0
"3447","Czm_21_249","1",1,20,1,1,0,4.765,0
"3448","Czm_21_249","1",2,0,5.48,5.83,4.655,4.765,0.97691500524659
"3449","Czm_21_249","1",2,0.01,6.31,5.65,4.98,4.765,1.04512067156348
"3450","Czm_21_249","1",2,0.1,4.75,4.69,3.72,4.765,0.780692549842602
"3451","Czm_21_249","1",2,0.5,2.97,3.12,2.045,4.765,0.429171038824764
"3452","Czm_21_249","1",2,1,2.1,2.22,1.16,4.765,0.243441762854145
"3453","Czm_21_249","1",2,2.5,1,1,0,4.765,0
"3454","Czm_21_249","1",2,5,1,1,0,4.765,0
"3455","Czm_21_249","1",2,10,1,1,0,4.765,0
"3456","Czm_21_249","1",2,20,1,1,0,4.765,0
"3457","Czm_21_25","1",1,0,4.39,4.71,3.55,4.49,0.790645879732739
"3458","Czm_21_25","1",1,0.01,7.03,6.04,5.535,4.49,1.23273942093541
"3459","Czm_21_25","1",1,0.1,5.02,5.69,4.355,4.49,0.969933184855234
"3460","Czm_21_25","1",1,0.5,2.24,2.47,1.355,4.49,0.301781737193764
"3461","Czm_21_25","1",1,1,2.45,2.09,1.27,4.49,0.282850779510022
"3462","Czm_21_25","1",1,2.5,1,1,0,4.49,0
"3463","Czm_21_25","1",1,5,1,1,0,4.49,0
"3464","Czm_21_25","1",1,10,1,1,0,4.49,0
"3465","Czm_21_25","1",1,20,1,1,0,4.49,0
"3466","Czm_21_25","1",2,0,6.34,6.52,5.43,4.49,1.20935412026726
"3467","Czm_21_25","1",2,0.01,6.5,7.04,5.77,4.49,1.28507795100223
"3468","Czm_21_25","1",2,0.1,6.13,6.3,5.215,4.49,1.16146993318486
"3469","Czm_21_25","1",2,0.5,2.66,3.03,1.845,4.49,0.410913140311804
"3470","Czm_21_25","1",2,1,1.53,1.74,0.635,4.49,0.141425389755011
"3471","Czm_21_25","1",2,2.5,1,1,0,4.49,0
"3472","Czm_21_25","1",2,5,1,1,0,4.49,0
"3473","Czm_21_25","1",2,10,1,1,0,4.49,0
"3474","Czm_21_25","1",2,20,1,1,0,4.49,0
"3475","Czm_21_250","1",1,0,6.2,6.47,5.335,5.29,1.00850661625709
"3476","Czm_21_250","1",1,0.01,6.24,7.03,5.635,5.29,1.06521739130435
"3477","Czm_21_250","1",1,0.1,5.08,5.24,4.16,5.29,0.786389413988658
"3478","Czm_21_250","1",1,0.5,2.84,2.93,1.885,5.29,0.356332703213611
"3479","Czm_21_250","1",1,1,2,2.17,1.085,5.29,0.205103969754253
"3480","Czm_21_250","1",1,2.5,1,1,0,5.29,0
"3481","Czm_21_250","1",1,5,1,1,0,5.29,0
"3482","Czm_21_250","1",1,10,1,1,0,5.29,0
"3483","Czm_21_250","1",1,20,1,1,0,5.29,0
"3484","Czm_21_250","1",2,0,6.11,6.38,5.245,5.29,0.991493383742911
"3485","Czm_21_250","1",2,0.01,6.25,6.18,5.215,5.29,0.985822306238185
"3486","Czm_21_250","1",2,0.1,4.95,4.82,3.885,5.29,0.734404536862004
"3487","Czm_21_250","1",2,0.5,3.54,3.27,2.405,5.29,0.454631379962193
"3488","Czm_21_250","1",2,1,2.51,2.41,1.46,5.29,0.275992438563327
"3489","Czm_21_250","1",2,2.5,1,1,0,5.29,0
"3490","Czm_21_250","1",2,5,1,1,0,5.29,0
"3491","Czm_21_250","1",2,10,1,1,0,5.29,0
"3492","Czm_21_250","1",2,20,1,1,0,5.29,0
"3493","Czm_21_251","1",1,0,6.11,6.29,5.2,4.965,1.04733131923464
"3494","Czm_21_251","1",1,0.01,6.68,5.75,5.215,4.965,1.0503524672709
"3495","Czm_21_251","1",1,0.1,5.37,5.91,4.64,4.965,0.934541792547835
"3496","Czm_21_251","1",1,0.5,3.26,2.96,2.11,4.965,0.424974823766365
"3497","Czm_21_251","1",1,1,2.12,2.26,1.19,4.965,0.239677744209466
"3498","Czm_21_251","1",1,2.5,2.24,2.09,1.165,4.965,0.234642497482377
"3499","Czm_21_251","1",1,5,1,1,0,4.965,0
"3500","Czm_21_251","1",1,10,1,1,0,4.965,0
"3501","Czm_21_251","1",1,20,1,1,0,4.965,0
"3502","Czm_21_251","1",2,0,5.26,6.2,4.73,4.965,0.952668680765358
"3503","Czm_21_251","1",2,0.01,6.47,6.06,5.265,4.965,1.06042296072508
"3504","Czm_21_251","1",2,0.1,4.97,4.89,3.93,4.965,0.791540785498489
"3505","Czm_21_251","1",2,0.5,3.67,3.39,2.53,4.965,0.50956696878147
"3506","Czm_21_251","1",2,1,1.94,1.87,0.905,4.965,0.182275931520645
"3507","Czm_21_251","1",2,2.5,1.86,1.54,0.7,4.965,0.14098690835851
"3508","Czm_21_251","1",2,5,1,1,0,4.965,0
"3509","Czm_21_251","1",2,10,1,1,0,4.965,0
"3510","Czm_21_251","1",2,20,1,1,0,4.965,0
"3511","Czm_21_252","1",1,0,5.93,6.11,5.02,4.69,1.07036247334755
"3512","Czm_21_252","1",1,0.01,5.82,6.1,4.96,4.69,1.05756929637527
"3513","Czm_21_252","1",1,0.1,5.07,5.24,4.155,4.69,0.885927505330491
"3514","Czm_21_252","1",1,0.5,3.03,3.17,2.1,4.69,0.447761194029851
"3515","Czm_21_252","1",1,1,2.38,2.45,1.415,4.69,0.301705756929638
"3516","Czm_21_252","1",1,2.5,1,1,0,4.69,0
"3517","Czm_21_252","1",1,5,1,1,0,4.69,0
"3518","Czm_21_252","1",1,10,1,1,0,4.69,0
"3519","Czm_21_252","1",1,20,1,1,0,4.69,0
"3520","Czm_21_252","1",2,0,5.39,5.33,4.36,4.69,0.929637526652452
"3521","Czm_21_252","1",2,0.01,6.44,6.33,5.385,4.69,1.14818763326226
"3522","Czm_21_252","1",2,0.1,5.26,4.61,3.935,4.69,0.839019189765459
"3523","Czm_21_252","1",2,0.5,3.15,3.72,2.435,4.69,0.519189765458422
"3524","Czm_21_252","1",2,1,2.2,2.3,1.25,4.69,0.266524520255864
"3525","Czm_21_252","1",2,2.5,1,1,0,4.69,0
"3526","Czm_21_252","1",2,5,1,1,0,4.69,0
"3527","Czm_21_252","1",2,10,1,1,0,4.69,0
"3528","Czm_21_252","1",2,20,1,1,0,4.69,0
"3529","Czm_21_253","1",1,0,5.96,5.78,4.87,4.7825,1.01829587036069
"3530","Czm_21_253","1",1,0.01,5.9,6.13,5.015,4.7825,1.04861474124412
"3531","Czm_21_253","1",1,0.1,5.47,5.22,4.345,4.7825,0.90852064819655
"3532","Czm_21_253","1",1,0.5,2.92,2.55,1.735,4.7825,0.362780972294825
"3533","Czm_21_253","1",1,1,2.79,2.68,1.735,4.7825,0.362780972294825
"3534","Czm_21_253","1",1,2.5,1,1,0,4.7825,0
"3535","Czm_21_253","1",1,5,1,1,0,4.7825,0
"3536","Czm_21_253","1",1,10,1,1,0,4.7825,0
"3537","Czm_21_253","1",1,20,1,1,0,4.7825,0
"3538","Czm_21_253","1",2,0,5.78,5.61,4.695,4.7825,0.98170412963931
"3539","Czm_21_253","1",2,0.01,6.06,6.62,5.34,4.7825,1.11657083115525
"3540","Czm_21_253","1",2,0.1,5.26,5.18,4.22,4.7825,0.882383690538421
"3541","Czm_21_253","1",2,0.5,3.16,3.48,2.32,4.7825,0.485101934134867
"3542","Czm_21_253","1",2,1,1.95,2.27,1.11,4.7825,0.232096184004182
"3543","Czm_21_253","1",2,2.5,1,1,0,4.7825,0
"3544","Czm_21_253","1",2,5,1,1,0,4.7825,0
"3545","Czm_21_253","1",2,10,1,1,0,4.7825,0
"3546","Czm_21_253","1",2,20,1,1,0,4.7825,0
"3547","Czm_21_254","1",1,0,5.95,6.39,5.17,4.6125,1.12086720867209
"3548","Czm_21_254","1",1,0.01,5.57,5.24,4.405,4.6125,0.955013550135501
"3549","Czm_21_254","1",1,0.1,5.71,4.99,4.35,4.6125,0.943089430894309
"3550","Czm_21_254","1",1,0.5,3.19,3.59,2.39,4.6125,0.518157181571816
"3551","Czm_21_254","1",1,1,3.86,5.1,3.48,4.6125,0.754471544715447
"3552","Czm_21_254","1",1,2.5,2.74,2.29,1.515,4.6125,0.328455284552846
"3553","Czm_21_254","1",1,5,1.92,1.72,0.82,4.6125,0.177777777777778
"3554","Czm_21_254","1",1,10,1,1,0,4.6125,0
"3555","Czm_21_254","1",1,20,1,1,0,4.6125,0
"3556","Czm_21_254","1",2,0,4.95,5.16,4.055,4.6125,0.879132791327913
"3557","Czm_21_254","1",2,0.01,6.17,5.87,5.02,4.6125,1.08834688346883
"3558","Czm_21_254","1",2,0.1,4.79,5.38,4.085,4.6125,0.885636856368564
"3559","Czm_21_254","1",2,0.5,4.1,3.85,2.975,4.6125,0.644986449864499
"3560","Czm_21_254","1",2,1,2.61,2.95,1.78,4.6125,0.385907859078591
"3561","Czm_21_254","1",2,2.5,2.86,2.73,1.795,4.6125,0.389159891598916
"3562","Czm_21_254","1",2,5,1.92,1.51,0.715,4.6125,0.155013550135501
"3563","Czm_21_254","1",2,10,1,1,0,4.6125,0
"3564","Czm_21_254","1",2,20,1,1,0,4.6125,0
"3565","Czm_21_26","1",1,0,4.94,6.86,4.9,4.7975,1.02136529442418
"3566","Czm_21_26","1",1,0.01,5.26,6.75,5.005,4.7975,1.04325169359041
"3567","Czm_21_26","1",1,0.1,5.94,4.96,4.45,4.7975,0.927566440854612
"3568","Czm_21_26","1",1,0.5,2.23,1.81,1.02,4.7975,0.212610734757686
"3569","Czm_21_26","1",1,1,1,1,0,4.7975,0
"3570","Czm_21_26","1",1,2.5,1,1,0,4.7975,0
"3571","Czm_21_26","1",1,5,1,1,0,4.7975,0
"3572","Czm_21_26","1",1,10,1,1,0,4.7975,0
"3573","Czm_21_26","1",1,20,1,1,0,4.7975,0
"3574","Czm_21_26","1",2,0,5.89,5.5,4.695,4.7975,0.978634705575821
"3575","Czm_21_26","1",2,0.01,6.54,4.5,4.52,4.7975,0.9421573736321
"3576","Czm_21_26","1",2,0.1,5.39,5.29,4.34,4.7975,0.904637832204273
"3577","Czm_21_26","1",2,0.5,2.54,2.6,1.57,4.7975,0.32725377800938
"3578","Czm_21_26","1",2,1,1,1,0,4.7975,0
"3579","Czm_21_26","1",2,2.5,1,1,0,4.7975,0
"3580","Czm_21_26","1",2,5,1,1,0,4.7975,0
"3581","Czm_21_26","1",2,10,1,1,0,4.7975,0
"3582","Czm_21_26","1",2,20,1,1,0,4.7975,0
"3583","Czm_21_27","1",1,0,1.84,2.29,1.065,1.625,0.655384615384615
"3584","Czm_21_27","1",1,0.01,2.93,3.06,1.995,1.625,1.22769230769231
"3585","Czm_21_27","1",1,0.1,2.97,2.77,1.87,1.625,1.15076923076923
"3586","Czm_21_27","1",1,0.5,1.93,2.08,1.005,1.625,0.618461538461538
"3587","Czm_21_27","1",1,1,2.07,2.19,1.13,1.625,0.695384615384615
"3588","Czm_21_27","1",1,2.5,1,1,0,1.625,0
"3589","Czm_21_27","1",1,5,1,1,0,1.625,0
"3590","Czm_21_27","1",1,10,1,1,0,1.625,0
"3591","Czm_21_27","1",1,20,1,1,0,1.625,0
"3592","Czm_21_27","1",2,0,3.15,3.22,2.185,1.625,1.34461538461538
"3593","Czm_21_27","1",2,0.01,3.3,2.87,2.085,1.625,1.28307692307692
"3594","Czm_21_27","1",2,0.1,2.57,3.79,2.18,1.625,1.34153846153846
"3595","Czm_21_27","1",2,0.5,2.22,2.77,1.495,1.625,0.92
"3596","Czm_21_27","1",2,1,1.08,1.18,0.13,1.625,0.0799999999999999
"3597","Czm_21_27","1",2,2.5,1,1,0,1.625,0
"3598","Czm_21_27","1",2,5,1,1,0,1.625,0
"3599","Czm_21_27","1",2,10,1,1,0,1.625,0
"3600","Czm_21_27","1",2,20,1,1,0,1.625,0
"3601","Czm_21_28","1",1,0,2.99,3.44,2.215,2.2625,0.979005524861878
"3602","Czm_21_28","1",1,0.01,3.42,3.57,2.495,2.2625,1.10276243093923
"3603","Czm_21_28","1",1,0.1,3.58,4.31,2.945,2.2625,1.30165745856354
"3604","Czm_21_28","1",1,0.5,2.26,2.31,1.285,2.2625,0.567955801104972
"3605","Czm_21_28","1",1,1,1,1,0,2.2625,0
"3606","Czm_21_28","1",1,2.5,1,1,0,2.2625,0
"3607","Czm_21_28","1",1,5,1,1,0,2.2625,0
"3608","Czm_21_28","1",1,10,1,1,0,2.2625,0
"3609","Czm_21_28","1",1,20,1,1,0,2.2625,0
"3610","Czm_21_28","1",2,0,3.19,3.43,2.31,2.2625,1.02099447513812
"3611","Czm_21_28","1",2,0.01,3.55,3.83,2.69,2.2625,1.18895027624309
"3612","Czm_21_28","1",2,0.1,3.23,2.93,2.08,2.2625,0.919337016574586
"3613","Czm_21_28","1",2,0.5,1.81,1.93,0.87,2.2625,0.384530386740332
"3614","Czm_21_28","1",2,1,1,1,0,2.2625,0
"3615","Czm_21_28","1",2,2.5,1,1,0,2.2625,0
"3616","Czm_21_28","1",2,5,1,1,0,2.2625,0
"3617","Czm_21_28","1",2,10,1,1,0,2.2625,0
"3618","Czm_21_28","1",2,20,1,1,0,2.2625,0
"3619","Czm_21_29","1",1,0,3.3,3.83,2.565,2.925,0.876923076923077
"3620","Czm_21_29","1",1,0.01,4.33,4.62,3.475,2.925,1.18803418803419
"3621","Czm_21_29","1",1,0.1,2.81,2.97,1.89,2.925,0.646153846153846
"3622","Czm_21_29","1",1,0.5,1.63,2.1,0.865,2.925,0.295726495726496
"3623","Czm_21_29","1",1,1,1.65,1.82,0.735,2.925,0.251282051282051
